Latitude (decimal degrees):	10.026
Longitude (decimal degrees):	76.329
Elevation (m):	6
Radiation database:	PVGIS-ERA5


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230923:1930,0.0,0.0,0.0,24.36,1.1,0.0
20230923:2030,0.0,0.0,0.0,24.28,0.69,0.0
20230923:2130,0.0,0.0,0.0,24.19,1.03,0.0
20230923:2230,0.0,0.0,0.0,23.98,0.69,0.0
20230923:2330,0.0,0.0,0.0,24.1,1.38,0.0
20230924:0030,0.0,0.0,-4.02,24.13,1.59,0.0
20230924:0130,19.24,39.56,10.75,24.07,1.1,0.0
20230924:0230,81.98,120.07,25.48,24.45,1.03,0.0
20230924:0330,243.21,318.21,40.14,24.96,0.62,0.0
20230924:0430,317.81,416.46,54.59,25.9,0.41,0.0
20230924:0530,423.19,560.91,68.41,26.81,0.41,0.0
20230924:0630,439.44,580.43,78.86,27.53,0.83,0.0
20230924:0730,501.03,661.26,74.91,27.39,1.72,0.0
20230924:0830,549.1,726.11,62.13,28.13,2.07,0.0
20230924:0930,398.96,520.33,47.92,28.81,2.41,0.0
20230924:1030,321.15,421.64,33.35,28.7,2.69,0.0
20230924:1130,127.45,189.18,18.65,28.46,2.69,0.0
20230924:1230,8.8,31.68,3.89,27.77,2.14,0.0
20230924:1330,0.0,0.0,0.0,27.22,1.86,0.0
20230924:1430,0.0,0.0,0.0,26.85,1.52,0.0
20230924:1530,0.0,0.0,0.0,26.32,1.38,0.0
20230924:1630,0.0,0.0,0.0,25.9,1.45,0.0
20230924:1730,0.0,0.0,0.0,25.61,1.66,0.0
20230924:1830,0.0,0.0,0.0,25.33,1.52,0.0
20230924:1930,0.0,0.0,0.0,25.19,0.83,0.0
20230924:2030,0.0,0.0,0.0,24.67,1.31,0.0
20230924:2130,0.0,0.0,0.0,24.38,1.79,0.0
20230924:2230,0.0,0.0,0.0,24.39,1.86,0.0
20230924:2330,0.0,0.0,0.0,24.54,1.93,0.0
20230925:0030,0.0,0.0,-4.0,24.6,1.79,0.0
20230925:0130,19.36,40.19,10.76,24.6,1.45,0.0
20230925:0230,106.1,150.51,25.49,24.7,1.24,0.0
20230925:0330,282.86,368.43,40.13,25.46,1.1,0.0
20230925:0430,497.65,657.84,54.55,26.35,0.83,0.0
20230925:0530,509.19,671.39,68.29,27.84,1.59,0.0
20230925:0630,469.69,617.27,78.52,28.52,2.28,0.0
20230925:0730,411.81,538.34,74.58,28.77,2.34,0.0
20230925:0830,394.14,518.83,61.9,28.99,2.14,0.0
20230925:0930,246.95,326.48,47.73,28.95,2.83,0.0
20230925:1030,127.77,177.79,33.18,27.91,2.21,0.0
20230925:1130,53.69,85.65,18.49,27.16,1.72,0.0
20230925:1230,6.8,21.55,3.73,26.85,1.59,0.0
20230925:1330,0.0,0.0,0.0,26.49,1.17,0.0
20230925:1430,0.0,0.0,0.0,25.99,1.24,0.0
20230925:1530,0.0,0.0,0.0,25.48,0.76,0.0
20230925:1630,0.0,0.0,0.0,25.08,0.55,0.0
20230925:1730,0.0,0.0,0.0,24.61,0.48,0.0
20230925:1830,0.0,0.0,0.0,24.75,0.34,0.0
20230925:1930,0.0,0.0,0.0,24.83,1.52,0.0
20230925:2030,0.0,0.0,0.0,24.53,1.31,0.0
20230925:2130,0.0,0.0,0.0,24.46,1.24,0.0
20230925:2230,0.0,0.0,0.0,24.45,0.97,0.0
20230925:2330,0.0,0.0,0.0,24.44,0.62,0.0
20230926:0030,0.0,0.0,-3.98,24.65,0.76,0.0
20230926:0130,25.56,51.86,10.78,24.41,0.97,0.0
20230926:0230,130.99,182.25,25.5,25.25,0.76,0.0
20230926:0330,237.68,313.07,40.13,25.73,0.62,0.0
20230926:0430,387.88,508.72,54.51,26.64,0.62,0.0
20230926:0530,533.59,720.73,68.17,27.45,0.41,0.0
20230926:0630,430.58,580.38,78.18,28.6,0.48,0.0
20230926:0730,344.63,454.52,74.24,30.27,2.69,0.0
20230926:0830,173.27,233.46,61.66,28.07,2.28,0.0
20230926:0930,343.63,446.38,47.54,26.66,2.07,0.0
20230926:1030,174.04,235.87,33.01,27.47,1.38,0.0
20230926:1130,70.55,107.9,18.33,26.44,0.76,0.0
20230926:1230,7.19,20.18,3.58,26.03,0.62,0.0
20230926:1330,0.0,0.0,0.0,26.11,0.21,0.0
20230926:1430,0.0,0.0,0.0,25.84,0.21,0.0
20230926:1530,0.0,0.0,0.0,25.27,0.41,0.0
20230926:1630,0.0,0.0,0.0,24.9,1.1,0.0
20230926:1730,0.0,0.0,0.0,24.9,1.31,0.0
20230926:1830,0.0,0.0,0.0,24.64,1.17,0.0
20230926:1930,0.0,0.0,0.0,24.38,1.1,0.0
20230926:2030,0.0,0.0,0.0,24.25,1.03,0.0
20230926:2130,0.0,0.0,0.0,24.19,0.9,0.0
20230926:2230,0.0,0.0,0.0,24.03,0.83,0.0
20230926:2330,0.0,0.0,0.0,23.96,0.97,0.0
20230927:0030,0.0,0.0,-3.96,24.25,1.03,0.0
20230927:0130,32.26,58.48,10.8,24.0,0.9,0.0
20230927:0230,128.28,178.6,25.51,24.83,0.62,0.0
20230927:0330,326.04,424.2,40.11,24.97,0.69,0.0
20230927:0430,506.89,671.32,54.47,26.41,0.83,0.0
20230927:0530,534.49,706.13,68.04,27.17,1.31,0.0
20230927:0630,611.16,816.87,77.84,27.94,1.66,0.0
20230927:0730,363.76,471.85,73.9,29.17,2.62,0.0
20230927:0830,482.08,621.95,61.42,27.27,3.24,0.0
20230927:0930,166.47,224.26,47.34,27.87,2.48,0.0
20230927:1030,121.17,168.26,32.84,26.51,2.0,0.0
20230927:1130,53.96,87.05,18.17,26.4,1.52,0.0
20230927:1230,3.34,14.74,3.42,25.51,1.17,0.0
20230927:1330,0.0,0.0,0.0,25.37,0.76,0.0
20230927:1430,0.0,0.0,0.0,24.99,0.76,0.0
20230927:1530,0.0,0.0,0.0,24.75,1.52,0.0
20230927:1630,0.0,0.0,0.0,24.44,1.93,0.0
20230927:1730,0.0,0.0,0.0,24.41,1.66,0.0
20230927:1830,0.0,0.0,0.0,24.43,1.31,0.0
20230927:1930,0.0,0.0,0.0,24.37,0.55,0.0
20230927:2030,0.0,0.0,0.0,24.42,0.34,0.0
20230927:2130,0.0,0.0,0.0,24.28,1.24,0.0
20230927:2230,0.0,0.0,0.0,24.19,1.45,0.0
20230927:2330,0.0,0.0,0.0,24.02,1.52,0.0
20230928:0030,0.0,0.0,-3.94,24.13,1.59,0.0
20230928:0130,23.68,48.22,10.81,23.78,1.24,0.0
20230928:0230,140.45,193.24,25.51,24.4,0.97,0.0
20230928:0330,251.09,326.43,40.1,24.87,1.03,0.0
20230928:0430,416.81,543.61,54.41,26.02,0.97,0.0
20230928:0530,483.93,632.31,67.9,26.43,1.52,0.0
20230928:0630,236.8,311.15,77.5,27.48,1.72,0.0
20230928:0730,173.6,231.48,73.56,26.52,3.03,0.0
20230928:0830,221.42,290.19,61.18,25.94,2.55,0.0
20230928:0930,210.9,277.87,47.15,26.11,2.41,0.0
20230928:1030,137.86,188.9,32.66,26.3,2.48,0.0
20230928:1130,78.64,117.97,18.01,26.08,2.41,0.0
20230928:1230,4.36,15.76,3.27,25.68,1.93,0.0
20230928:1330,0.0,0.0,0.0,24.76,1.59,0.0
20230928:1430,0.0,0.0,0.0,24.22,0.9,0.0
20230928:1530,0.0,0.0,0.0,24.51,0.9,0.0
20230928:1630,0.0,0.0,0.0,24.3,1.24,0.0
20230928:1730,0.0,0.0,0.0,24.16,1.52,0.0
20230928:1830,0.0,0.0,0.0,24.03,1.45,0.0
20230928:1930,0.0,0.0,0.0,24.02,1.03,0.0
20230928:2030,0.0,0.0,0.0,24.03,1.03,0.0
20230928:2130,0.0,0.0,0.0,23.87,0.97,0.0
20230928:2230,0.0,0.0,0.0,23.91,0.9,0.0
20230928:2330,0.0,0.0,0.0,23.93,1.03,0.0
20230929:0030,0.0,0.0,-3.93,24.09,1.17,0.0
20230929:0130,1.23,8.95,10.82,23.87,1.52,0.0
20230929:0230,20.48,39.88,25.51,24.0,1.66,0.0
20230929:0330,39.38,65.34,40.08,24.27,1.86,0.0
20230929:0430,51.73,81.26,54.36,24.4,2.21,0.0
20230929:0530,59.57,91.12,67.76,24.53,2.48,0.0
20230929:0630,88.23,127.14,77.15,24.77,2.28,0.0
20230929:0730,125.84,172.16,73.21,24.92,4.48,0.0
20230929:0830,75.81,111.55,60.94,25.06,3.66,0.0
20230929:0930,79.18,115.97,46.95,25.17,2.9,0.0
20230929:1030,37.39,62.91,32.49,25.17,2.97,0.0
20230929:1130,19.08,38.04,17.85,24.97,2.55,0.0
20230929:1230,0.0,7.21,3.12,25.03,2.14,0.0
20230929:1330,0.0,0.0,0.0,24.85,2.28,0.0
20230929:1430,0.0,0.0,0.0,24.78,2.07,0.0
20230929:1530,0.0,0.0,0.0,24.68,2.34,0.0
20230929:1630,0.0,0.0,0.0,24.51,2.9,0.0
20230929:1730,0.0,0.0,0.0,24.34,3.03,0.0
20230929:1830,0.0,0.0,0.0,24.24,2.62,0.0
20230929:1930,0.0,0.0,0.0,24.33,1.38,0.0
20230929:2030,0.0,0.0,0.0,24.32,1.79,0.0
20230929:2130,0.0,0.0,0.0,24.15,2.0,0.0
20230929:2230,0.0,0.0,0.0,24.03,2.69,0.0
20230929:2330,0.0,0.0,0.0,24.05,3.24,0.0
20230930:0030,0.0,0.0,-3.91,24.35,3.24,0.0
20230930:0130,14.81,33.93,10.83,24.11,3.24,0.0
20230930:0230,94.42,135.55,25.51,24.55,2.83,0.0
20230930:0330,246.58,318.76,40.06,25.23,2.62,0.0
20230930:0430,251.33,325.09,54.29,26.26,3.1,0.0
20230930:0530,283.75,361.69,67.6,26.08,4.07,0.0
20230930:0630,420.0,535.4,76.79,25.98,3.1,0.0
20230930:0730,184.84,243.25,72.87,26.31,4.76,0.0
20230930:0830,196.74,255.59,60.69,25.68,3.93,0.0
20230930:0930,96.7,137.52,46.75,25.71,3.93,0.0
20230930:1030,66.39,99.81,32.32,25.3,3.66,0.0
20230930:1130,18.03,37.03,17.69,25.64,2.9,0.0
20230930:1230,0.0,4.98,2.97,25.05,3.17,0.0
20230930:1330,0.0,0.0,0.0,24.6,3.24,0.0
20230930:1430,0.0,0.0,0.0,24.24,3.45,0.0
20230930:1530,0.0,0.0,0.0,24.25,2.83,0.0
20230930:1630,0.0,0.0,0.0,24.25,2.55,0.0
20230930:1730,0.0,0.0,0.0,24.2,2.41,0.0
20230930:1830,0.0,0.0,0.0,24.14,2.55,0.0
20230930:1930,0.0,0.0,0.0,24.49,3.66,0.0
20230930:2030,0.0,0.0,0.0,24.38,3.52,0.0
20230930:2130,0.0,0.0,0.0,24.25,3.24,0.0
20230930:2230,0.0,0.0,0.0,24.22,2.97,0.0
20230930:2330,0.0,0.0,0.0,24.12,2.41,0.0
20231001:0030,0.0,0.0,-3.9,24.26,2.34,0.0
20231001:0130,19.03,39.78,10.84,24.07,2.14,0.0
20231001:0230,65.0,98.44,25.51,24.4,1.86,0.0
20231001:0330,138.77,187.57,40.03,24.98,2.07,0.0
20231001:0430,178.49,235.44,54.23,25.31,2.83,0.0
20231001:0530,423.56,536.66,67.45,25.59,3.45,0.0
20231001:0630,378.53,481.35,76.44,26.6,3.66,0.0
20231001:0730,422.48,536.98,72.52,26.56,3.79,0.0
20231001:0830,145.27,196.39,60.45,26.67,3.93,0.0
20231001:0930,207.38,270.19,46.56,25.83,3.17,0.0
20231001:1030,101.01,142.77,32.14,25.96,3.72,0.0
20231001:1130,38.51,65.89,17.53,25.38,3.59,0.0
20231001:1230,2.31,14.33,2.82,25.05,3.38,0.0
20231001:1330,0.0,0.0,0.0,24.76,2.62,0.0
20231001:1430,0.0,0.0,0.0,24.77,2.0,0.0
20231001:1530,0.0,0.0,0.0,24.64,1.72,0.0
20231001:1630,0.0,0.0,0.0,24.32,1.52,0.0
20231001:1730,0.0,0.0,0.0,24.13,1.38,0.0
20231001:1830,0.0,0.0,0.0,24.07,1.31,0.0
20231001:1930,0.0,0.0,0.0,24.2,1.59,0.0
20231001:2030,0.0,0.0,0.0,24.21,1.38,0.0
20231001:2130,0.0,0.0,0.0,24.19,1.38,0.0
20231001:2230,0.0,0.0,0.0,24.06,1.38,0.0
20231001:2330,0.0,0.0,0.0,23.99,1.59,0.0
20231002:0030,0.0,0.0,-3.88,24.2,1.24,0.0
20231002:0130,13.15,30.25,10.85,23.92,1.1,0.0
20231002:0230,69.03,103.76,25.5,24.54,1.1,0.0
20231002:0330,144.02,194.16,40.0,24.85,1.31,0.0
20231002:0430,210.74,276.17,54.16,25.51,1.72,0.0
20231002:0530,404.27,519.21,67.28,26.05,2.28,0.0
20231002:0630,450.68,579.59,76.08,26.44,3.03,0.0
20231002:0730,378.93,486.49,72.18,27.08,3.31,0.0
20231002:0830,277.86,359.75,60.2,27.37,3.17,0.0
20231002:0930,225.89,293.81,46.36,26.27,3.17,0.0
20231002:1030,104.26,147.74,31.97,26.61,2.48,0.0
20231002:1130,50.99,82.9,17.37,26.48,1.79,0.0
20231002:1230,4.25,20.45,2.67,25.91,1.24,0.0
20231002:1330,0.0,0.0,0.0,25.45,1.03,0.0
20231002:1430,0.0,0.0,0.0,24.93,1.17,0.0
20231002:1530,0.0,0.0,0.0,24.77,1.38,0.0
20231002:1630,0.0,0.0,0.0,24.65,1.45,0.0
20231002:1730,0.0,0.0,0.0,24.39,1.52,0.0
20231002:1830,0.0,0.0,0.0,24.12,1.38,0.0
20231002:1930,0.0,0.0,0.0,24.35,0.34,0.0
20231002:2030,0.0,0.0,0.0,24.3,0.76,0.0
20231002:2130,0.0,0.0,0.0,24.28,0.83,0.0
20231002:2230,0.0,0.0,0.0,24.18,1.03,0.0
20231002:2330,0.0,0.0,0.0,24.15,1.24,0.0
20231003:0030,0.0,0.0,-3.87,24.33,1.45,0.0
20231003:0130,22.16,45.38,10.85,24.0,1.24,0.0
20231003:0230,102.83,146.18,25.49,24.66,0.9,0.0
20231003:0330,272.48,354.94,39.97,25.37,0.9,0.0
20231003:0430,440.87,577.34,54.08,26.34,0.97,0.0
20231003:0530,432.26,569.45,67.11,27.45,1.31,0.0
20231003:0630,619.6,825.34,75.72,27.88,2.07,0.0
20231003:0730,519.44,684.84,71.83,29.16,2.28,0.0
20231003:0830,500.84,650.83,59.95,29.05,3.31,0.0
20231003:0930,413.82,531.99,46.16,28.34,3.86,0.0
20231003:1030,258.93,339.98,31.8,28.29,3.45,0.0
20231003:1130,92.36,139.26,17.22,27.5,2.83,0.0
20231003:1230,4.15,17.77,2.52,26.17,1.93,0.0
20231003:1330,0.0,0.0,0.0,25.92,1.31,0.0
20231003:1430,0.0,0.0,0.0,25.63,1.1,0.0
20231003:1530,0.0,0.0,0.0,25.37,0.9,0.0
20231003:1630,0.0,0.0,0.0,25.23,1.24,0.0
20231003:1730,0.0,0.0,0.0,24.98,1.45,0.0
20231003:1830,0.0,0.0,0.0,24.84,1.45,0.0
20231003:1930,0.0,0.0,0.0,24.7,0.9,0.0
20231003:2030,0.0,0.0,0.0,24.39,0.97,0.0
20231003:2130,0.0,0.0,0.0,24.34,1.17,0.0
20231003:2230,0.0,0.0,0.0,24.1,1.31,0.0
20231003:2330,0.0,0.0,0.0,24.14,1.17,0.0
20231004:0030,0.0,0.0,-3.86,24.13,1.24,0.0
20231004:0130,53.17,94.02,10.85,24.06,1.52,0.0
20231004:0230,226.04,301.26,25.48,24.83,1.31,0.0
20231004:0330,423.24,551.32,39.93,26.14,1.31,0.0
20231004:0430,567.02,754.67,54.0,27.44,1.31,0.0
20231004:0530,643.22,874.33,66.94,28.57,1.31,0.0
20231004:0630,653.59,885.19,75.36,29.32,1.79,0.0
20231004:0730,597.63,795.86,71.48,29.78,2.41,0.0
20231004:0830,549.8,725.11,59.7,29.81,2.83,0.0
20231004:0930,421.95,550.4,45.96,29.65,3.1,0.0
20231004:1030,224.31,298.42,31.63,29.24,3.1,0.0
20231004:1130,115.3,171.98,17.06,28.3,2.62,0.0
20231004:1230,2.39,17.23,2.38,27.36,1.86,0.0
20231004:1330,0.0,0.0,0.0,27.03,0.9,0.0
20231004:1430,0.0,0.0,0.0,26.57,0.34,0.0
20231004:1530,0.0,0.0,0.0,26.2,0.14,0.0
20231004:1630,0.0,0.0,0.0,25.86,0.62,0.0
20231004:1730,0.0,0.0,0.0,25.0,0.9,0.0
20231004:1830,0.0,0.0,0.0,24.65,1.24,0.0
20231004:1930,0.0,0.0,0.0,24.49,1.24,0.0
20231004:2030,0.0,0.0,0.0,24.41,0.83,0.0
20231004:2130,0.0,0.0,0.0,24.4,0.55,0.0
20231004:2230,0.0,0.0,0.0,24.7,0.28,0.0
20231004:2330,0.0,0.0,0.0,24.65,0.28,0.0
20231005:0030,0.0,0.0,-3.85,24.6,0.14,0.0
20231005:0130,33.3,61.69,10.85,24.95,0.07,0.0
20231005:0230,155.97,214.4,25.46,25.19,0.0,0.0
20231005:0330,338.01,442.71,39.89,25.8,0.14,0.0
20231005:0430,521.97,702.72,53.91,26.9,0.21,0.0
20231005:0530,499.74,673.45,66.75,28.11,0.28,0.0
20231005:0630,694.53,963.55,75.0,28.37,0.97,0.0
20231005:0730,692.62,942.93,71.14,29.87,2.21,0.0
20231005:0830,602.13,801.45,59.45,30.08,2.69,0.0
20231005:0930,474.09,619.24,45.76,29.9,3.1,0.0
20231005:1030,290.08,382.2,31.46,29.51,3.1,0.0
20231005:1130,119.29,178.36,16.91,28.81,2.76,0.0
20231005:1230,3.18,13.16,2.23,28.12,2.28,0.0
20231005:1330,0.0,0.0,0.0,27.51,2.14,0.0
20231005:1430,0.0,0.0,0.0,27.08,1.52,0.0
20231005:1530,0.0,0.0,0.0,26.58,1.17,0.0
20231005:1630,0.0,0.0,0.0,26.15,1.24,0.0
20231005:1730,0.0,0.0,0.0,25.66,1.24,0.0
20231005:1830,0.0,0.0,0.0,25.1,1.38,0.0
20231005:1930,0.0,0.0,0.0,24.97,1.1,0.0
20231005:2030,0.0,0.0,0.0,24.44,1.17,0.0
20231005:2130,0.0,0.0,0.0,24.27,1.38,0.0
20231005:2230,0.0,0.0,0.0,24.12,1.38,0.0
20231005:2330,0.0,0.0,0.0,23.95,1.59,0.0
20231006:0030,0.0,0.0,-3.85,24.01,1.79,0.0
20231006:0130,63.75,108.73,10.85,23.87,1.79,0.0
20231006:0230,254.03,336.28,25.45,24.62,1.45,0.0
20231006:0330,415.64,540.4,39.85,26.34,1.38,0.0
20231006:0430,555.34,735.42,53.82,27.42,1.45,0.0
20231006:0530,617.15,829.0,66.56,28.61,1.72,0.0
20231006:0630,649.0,877.86,74.64,29.46,1.93,0.0
20231006:0730,692.72,941.81,70.79,29.99,2.28,0.0
20231006:0830,643.98,865.28,59.2,30.32,2.55,0.0
20231006:0930,533.61,704.64,45.56,30.33,2.76,0.0
20231006:1030,351.18,463.61,31.29,30.03,2.76,0.0
20231006:1130,130.52,191.31,16.76,29.34,2.76,0.0
20231006:1230,5.88,18.1,2.09,28.35,2.55,0.0
20231006:1330,0.0,0.0,0.0,27.6,2.41,0.0
20231006:1430,0.0,0.0,0.0,27.18,2.14,0.0
20231006:1530,0.0,0.0,0.0,26.84,1.93,0.0
20231006:1630,0.0,0.0,0.0,26.34,1.93,0.0
20231006:1730,0.0,0.0,0.0,25.79,1.93,0.0
20231006:1830,0.0,0.0,0.0,25.25,2.0,0.0
20231006:1930,0.0,0.0,0.0,24.88,1.52,0.0
20231006:2030,0.0,0.0,0.0,24.49,1.72,0.0
20231006:2130,0.0,0.0,0.0,24.2,1.86,0.0
20231006:2230,0.0,0.0,0.0,23.94,2.0,0.0
20231006:2330,0.0,0.0,0.0,23.77,1.93,0.0
20231007:0030,0.0,0.0,-3.84,23.47,2.0,0.0
20231007:0130,80.72,134.11,10.84,23.33,2.0,0.0
20231007:0230,294.72,388.03,25.42,24.42,1.66,0.0
20231007:0330,466.75,607.97,39.8,26.41,1.72,0.0
20231007:0430,608.18,809.1,53.72,27.64,1.86,0.0
20231007:0530,686.67,936.46,66.37,28.83,1.72,0.0
20231007:0630,717.21,988.47,74.28,29.77,1.79,0.0
20231007:0730,677.07,918.17,70.44,30.32,2.34,0.0
20231007:0830,662.48,890.6,58.95,30.33,2.76,0.0
20231007:0930,531.67,699.87,45.36,30.25,2.97,0.0
20231007:1030,333.69,439.44,31.12,29.83,2.97,0.0
20231007:1130,150.88,221.94,16.6,29.12,2.48,0.0
20231007:1230,2.91,12.63,1.95,28.38,2.0,0.0
20231007:1330,0.0,0.0,0.0,27.79,2.0,0.0
20231007:1430,0.0,0.0,0.0,27.34,1.93,0.0
20231007:1530,0.0,0.0,0.0,26.9,1.79,0.0
20231007:1630,0.0,0.0,0.0,26.34,1.59,0.0
20231007:1730,0.0,0.0,0.0,25.72,1.66,0.0
20231007:1830,0.0,0.0,0.0,25.16,1.52,0.0
20231007:1930,0.0,0.0,0.0,24.82,1.1,0.0
20231007:2030,0.0,0.0,0.0,24.28,1.38,0.0
20231007:2130,0.0,0.0,0.0,24.17,1.45,0.0
20231007:2230,0.0,0.0,0.0,24.04,1.52,0.0
20231007:2330,0.0,0.0,0.0,23.93,1.52,0.0
20231008:0030,0.0,0.0,-3.84,23.85,1.45,0.0
20231008:0130,67.96,113.08,10.84,23.65,1.38,0.0
20231008:0230,282.77,375.28,25.4,24.99,0.9,0.0
20231008:0330,451.4,596.4,39.75,26.95,0.76,0.0
20231008:0430,566.63,775.27,53.62,28.07,0.21,0.0
20231008:0530,654.74,911.62,66.17,29.11,0.62,0.0
20231008:0630,484.8,645.13,73.91,29.98,1.38,0.0
20231008:0730,311.11,409.92,70.1,29.48,1.52,0.0
20231008:0830,363.74,476.53,58.7,29.25,1.79,0.0
20231008:0930,287.51,380.75,45.17,29.32,1.52,0.0
20231008:1030,140.49,195.57,30.95,29.14,1.31,0.0
20231008:1130,42.39,71.0,16.46,28.47,0.97,0.0
20231008:1230,1.81,10.36,1.82,27.85,0.83,0.0
20231008:1330,0.0,0.0,0.0,27.44,0.41,0.0
20231008:1430,0.0,0.0,0.0,27.09,0.41,0.0
20231008:1530,0.0,0.0,0.0,26.8,0.48,0.0
20231008:1630,0.0,0.0,0.0,26.85,0.41,0.0
20231008:1730,0.0,0.0,0.0,26.48,0.48,0.0
20231008:1830,0.0,0.0,0.0,25.89,0.69,0.0
20231008:1930,0.0,0.0,0.0,25.63,0.62,0.0
20231008:2030,0.0,0.0,0.0,25.18,0.76,0.0
20231008:2130,0.0,0.0,0.0,25.03,0.83,0.0
20231008:2230,0.0,0.0,0.0,24.6,0.97,0.0
20231008:2330,0.0,0.0,0.0,24.19,1.17,0.0
20231009:0030,0.0,0.0,-3.83,23.93,1.24,0.0
20231009:0130,65.46,110.33,10.83,23.92,1.1,0.0
20231009:0230,264.55,352.32,25.37,25.5,0.83,0.0
20231009:0330,416.87,549.97,39.69,27.12,0.69,0.0
20231009:0430,541.1,732.72,53.51,28.16,0.34,0.0
20231009:0530,639.16,888.41,65.96,29.16,0.55,0.0
20231009:0630,672.53,926.89,73.55,30.05,1.38,0.0
20231009:0730,584.0,782.15,69.75,30.69,2.34,0.0
20231009:0830,436.08,575.61,58.44,30.46,2.48,0.0
20231009:0930,227.64,302.79,44.97,30.17,2.34,0.0
20231009:1030,211.13,283.83,30.79,29.42,2.07,0.0
20231009:1130,72.09,111.99,16.31,29.08,1.93,0.0
20231009:1230,2.96,12.73,1.68,28.35,1.66,0.0
20231009:1330,0.0,0.0,0.0,28.12,1.52,0.0
20231009:1430,0.0,0.0,0.0,27.86,0.97,0.0
20231009:1530,0.0,0.0,0.0,27.37,0.69,0.0
20231009:1630,0.0,0.0,0.0,26.6,0.97,0.0
20231009:1730,0.0,0.0,0.0,26.13,1.03,0.0
20231009:1830,0.0,0.0,0.0,25.94,1.45,0.0
20231009:1930,0.0,0.0,0.0,25.68,1.03,0.0
20231009:2030,0.0,0.0,0.0,25.29,1.17,0.0
20231009:2130,0.0,0.0,0.0,25.11,1.17,0.0
20231009:2230,0.0,0.0,0.0,25.03,1.24,0.0
20231009:2330,0.0,0.0,0.0,24.85,1.17,0.0
20231010:0030,0.0,0.0,-3.84,24.73,1.1,0.0
20231010:0130,59.31,103.3,10.81,24.6,1.24,0.0
20231010:0230,237.37,316.94,25.34,25.7,0.97,0.0
20231010:0330,392.16,514.05,39.63,27.26,0.9,0.0
20231010:0430,523.07,702.21,53.4,28.32,0.69,0.0
20231010:0530,500.54,675.47,65.75,29.34,0.55,0.0
20231010:0630,600.08,825.87,73.19,29.81,0.9,0.0
20231010:0730,467.3,620.9,69.41,30.76,2.48,0.0
20231010:0830,390.08,512.17,58.19,30.4,2.62,0.0
20231010:0930,345.4,453.03,44.77,29.83,2.55,0.0
20231010:1030,245.54,326.28,30.62,29.2,2.55,0.0
20231010:1130,76.88,118.05,16.16,28.6,1.93,0.0
20231010:1230,2.36,11.52,1.55,27.9,1.59,0.0
20231010:1330,0.0,0.0,0.0,27.5,0.83,0.0
20231010:1430,0.0,0.0,0.0,27.13,0.41,0.0
20231010:1530,0.0,0.0,0.0,26.73,0.55,0.0
20231010:1630,0.0,0.0,0.0,26.33,0.62,0.0
20231010:1730,0.0,0.0,0.0,25.89,0.83,0.0
20231010:1830,0.0,0.0,0.0,25.83,0.62,0.0
20231010:1930,0.0,0.0,0.0,25.84,0.48,0.0
20231010:2030,0.0,0.0,0.0,25.2,0.55,0.0
20231010:2130,0.0,0.0,0.0,24.67,0.76,0.0
20231010:2230,0.0,0.0,0.0,24.55,0.69,0.0
20231010:2330,0.0,0.0,0.0,24.37,0.83,0.0
20231011:0030,0.0,0.0,-3.84,24.29,0.9,0.0
20231011:0130,60.98,104.4,10.8,24.18,1.17,0.0
20231011:0230,179.17,242.18,25.31,25.59,1.1,0.0
20231011:0330,313.57,407.81,39.57,26.17,0.9,0.0
20231011:0430,479.82,633.55,53.29,27.13,0.76,0.0
20231011:0530,592.45,796.44,65.54,28.04,1.24,0.0
20231011:0630,643.53,869.82,72.82,28.58,1.72,0.0
20231011:0730,544.02,714.26,69.07,29.1,3.1,0.0
20231011:0830,381.0,493.91,57.94,28.58,3.86,0.0
20231011:0930,194.3,256.85,44.58,27.13,2.9,0.0
20231011:1030,133.8,184.61,30.46,26.88,1.66,0.0
20231011:1130,51.97,84.13,16.02,26.76,1.17,0.0
20231011:1230,2.49,11.71,1.42,26.17,0.76,0.0
20231011:1330,0.0,0.0,0.0,26.05,0.14,0.0
20231011:1430,0.0,0.0,0.0,25.7,0.07,0.0
20231011:1530,0.0,0.0,0.0,25.07,0.9,0.0
20231011:1630,0.0,0.0,0.0,24.59,0.9,0.0
20231011:1730,0.0,0.0,0.0,24.94,0.48,0.0
20231011:1830,0.0,0.0,0.0,24.54,0.34,0.0
20231011:1930,0.0,0.0,0.0,24.54,0.55,0.0
20231011:2030,0.0,0.0,0.0,24.3,1.1,0.0
20231011:2130,0.0,0.0,0.0,24.16,1.17,0.0
20231011:2230,0.0,0.0,0.0,24.03,1.38,0.0
20231011:2330,0.0,0.0,0.0,24.1,1.31,0.0
20231012:0030,0.0,0.0,-3.84,24.15,1.45,0.0
20231012:0130,42.4,73.0,10.78,23.93,0.97,0.0
20231012:0230,91.91,132.28,25.27,24.87,0.76,0.0
20231012:0330,119.2,165.26,39.5,24.85,0.62,0.0
20231012:0430,281.42,369.17,53.17,25.5,0.41,0.0
20231012:0530,313.81,413.6,65.32,26.55,0.41,0.0
20231012:0630,261.03,345.09,72.46,27.27,0.83,0.0
20231012:0730,171.8,231.81,68.73,26.55,2.21,0.0
20231012:0830,109.2,153.77,57.69,25.91,2.0,0.0
